sentiment,tweet_content
0,watch latoya tonight drew central time think happen conrad murray
1,fab review wonder kneehigh product stepto amp son today echo run sat miss
1,best thing thursday celebr juic
0,departur ship am port abu dhabi time nov utc time arrivaldepartur time vessel approa
1,bull go kick king ass tomorrow night
0,issu drive slow gon tri make hr tomorrow
0,regu place site open throughout europ check new locat beaconsfield cobham
0,georg harrison come sun origin
-1,way bolton stubborn talk demand stupid fee expect jim sign today
1,scorcher fest return duke huge day live music year record act sunday
0,say peak even back parisnic march leav come tree serv hat sauc
1,tiger know big game well rest martinez alburquerqu monday bump verland
0,turn tele back caught end credit saturday kitchen live
0,friday saturday catch leicest squar theatr london ticket still avail
0,leav earli tomorrow get hammond
1,rehears nov call jim leyland congratul new york giant victori basebal match
0,refrain tell plan watch mysteri island son tomorrow night
0,found limit edit midnight sun sinc oppar go work new album go buy mini album
0,miami go msg tomorrow night gon embarrass knick
1,obama win quit sure one major foreign polici hit would success resumpt talk tehran
1,trifecta friday get butt come hall show support volleybal soccer footbal take devil
1,come book swap thursday twitter best one anyway
0,michael jackson hollywood tonight
0,vitali klitschko parti udar meet odessa near potemkin stair sep
0,want tip hand move portfolio tomorrow morn cst home run follow
1,lorenzo brown taylor day week good better skill set
0,nfl week odd raven slight favorit road brown sunday afternoon
0,norwich citi gon get destroy today villa afternoon cmon villaaaan
1,yeah right well forget pire mulleadi saturday kilbeggan next sure thing lol run cours
1,excit see rise planet ape tonight
0,like imma play headlock safe sound gon play star hmmmm
1,publish new blog entri novemb otherwis known sheila great art counti
1,know that say lol tucker straight outkick cundiff camp glad gone didnt miss one qtr
1,look forward see illeg eagl dork tomorrow night lin amp amigo best eagl tribut band around
-1,tomorrow octob divo present valenc forum venezuela go hahaha
0,emmi seem mostli bore women includ ami poelher melissa mccarthi brought game tonight
0,nasdaq follow new york stock exchang announc reopen tomorrow superstorm kept close two day
-1,brick quad yanke period english iii doc caputo
-1,may girl face earth find chan tatum attract
0,pleas put calend come petroliavfd social hall petrolia saturday night rais
0,sign flash mob america flash mob long beach dec come via
0,lawrenc counti bridgeport fire dispatch curv petrolia trust
0,polic right remain silent ever say may hel harri style
0,ask jenel use car den ill take
1,count christina grimmi remind nashvil alway listen roadtrip saturday except
0,last hectic day offic week asia ifeat singapor taiwan chinathen wk jet lag get everi time
0,mani show near futur metafest royal teeth white arrow grouplov sweetteapumpkinpi music fest take back sunday
1,oooh nice ti tempt lake nikon hmmmm may
0,anybodi want hang saturday sunday florida mall premium
1,petrolia sun bright enough
1,suppos sleep work tomorrow sen enril life interest keep awak
0,mark cosgrov complet shield ton adelaid oval ta
1,cheeki nick watney good enough win amp close share
0,thursday fifti countri intern organis come togeth london confer
-1,sun paolo canio say beat aston villa tonight would like sex madonna
0,first review lincoln steven spielberg one beat oscar herald sun
0,rumour team right amp gerrard agger amp suarez play big gambl rodger everton sunday
1,hahaha shut cupid yeah hope good saturday everi day
1,perhap may time soon good idea loan longo espanyol
1,year nba schedul got pump season knick net nba battl new york alreadi know nyk town
0,march official nation bieber day get day school
0,former nhler pavol demitra among dead russian plane crash earlier today
0,vronski philippin banana karenina banish otrivia siberia last monday night red lion tavern
0,dublin saturday got get guin
0,bro got see video today jukin shit raider
1,swing art market friday night neighborhood theatr come buy local start christma shop earli
-1,physic tomorrow go shit show
0,brandenberg three guy practic wbb team may get game rate
0,head crow nest sunday cover ray white celebr year busi real estat
1,hafin add circl come close talk yeah time see real jeremi linso excit
0,oper kmi even univers math tower band bst floor room
-1,pro bowl definit better nba allstar game trash qtr
1,yeah wha tomorrow topic seem interest fuck lol shit malcolm ima
-1,good argument howev gambl pay wors still think constitut deadlin dec
1,procter even yet sat room everyon els start awesom
1,come tomorrow torchlight list best game time like better diablo iii promis
1,head mcadori high speak footbal team get boy readi straight boom brookwood tomorrow night
1,would love watch vampir diari tonight hero great combin
1,intermiss took big step toward titl hard fought win fellow tabl topper real ajax monday night
1,wait skyfal nov listen ost spotifi consid spoiler
0,may go see england au twicker
0,impati arrog mar jupit opposit separ may still get one last conjunct moon tonight
0,lateoctob best pictur oscar predict wait coverag oscar reach
-1,strong dislik georg zimmerman realli jail wait sentenc june
-1,machin gun kelli concert amp bout shut bitch
0,nta viewer tue viewer tue
1,film wing seduct bird paradis sexiest movi banff think mate bird sexi
1,good morn thursday life fragil guarante tomorrow give everyth got tim cook job
1,alejandro valverd win stage parisnic catch bradley wiggin answer
1,monday town ballroom richi hawtin loco dice dude awesom tix still avail
1,love camilla parker bowl rememb lol see monday hope finger cross xxxx
1,otw back sall heheheh watch unoffici time
-1,heck obama year democrat control everyth
1,steeler gon beat raven tomorrow lol
0,there robbi keanebid intern footbal score goal
1,super sunday inde footi amp cricket buffaloni jet amp houstondenv air nebaltimor houstondenv
1,tomorrow big cast reveal season dwt make sure tune bachelor pad find sexi cast
1,good day event today win endymion entrechat viscount oscar earli start tomorrow event hampshir
1,best luck tonight big leagu game everton borehamwood
0,tchr newbi let see skip iss room amp straight class
0,go bali tomorrow weekend offic retreat
0,season mycar jazz maggett smith start wtf
1,wait avail rafa pwede friday said friday greenbelt roight
1,new skyfal trailer live fan self octob yet feel goddamn
1,good luck tomorrow ever scotland ireland like
1,especi nice rosedal open neighborhood branch amp maryland close renov
-1,tomorrow million direction cri watch video silenc
0,revi bat sanchez pass holm pbu day holm make catch cromarti next play
1,gerald green show good team dunker kid biggest surpris behind jlin
0,beohner got want fact dow today boehner own everi point
1,go finish watch vow tomorrow cute movi
0,sure say guess happi nov pass support whoever next potu obv want romney
-1,may sound melodramat andrew breitbart die one worst shock life
1,pass looper pico rivera thursday messag text want
0,preview derbi counti burnley sep footymad attempt assist form guid derbi
0,end era andi rooney make last regular appear sunday
1,mitch daniel gave stephen colbert purdu hat thursday show hope burn rage flame glori
0,come check smp allstar scenec friday pine atlanta saturday regga parti jett loung clairmont atl
1,root penn state tomorrow even tho murder joe someth new coach amp kid deserv
1,see chicago news henryvil new old schoolhav good day tomorrow midnight alreadi
1,hike black forest nice sunday
0,tomorrow bachelor pad know tonight announc cast dwt
0,make sure check weekli friday round book sign interview review oak
0,lose last week today gop tri win senat seat wisconsin recal democrat
1,tuesday amp time young life union lyceum takin notch tonight come join
0,germani refus bail itali sourc polizeroscom saturday august zero hedg went
-1,peyton man noooooooooooooooooooo curti painter start sunday go lose shit
1,keep eye open incurs may spartacu go world
1,still rememb first time heard make beauti radio februari
1,exactli hahaha grade everyon made fun edward omg jacob lyfe
1,wait see anderson silva fight saturday woop woop
1,tomorrow releas anniversari kniteforc boxset featur mani remix includ mine super sunday store
1,social media week right tell excit event tomorrow see
0,still fellat harri redknapp went round stoke last season rememb
1,print dead yet cole sure know someth special sunday paper
0,premier leagu team week van persi make cut time season szczesni ashley
1,super excit homecom saturday monro new nephew see
